ID,pH6.5-A1,pH6.5-A2,pH6.5-A3,pH5.5-A1,pH5.5-A2,pH5.5-A3,pH5-A1,pH5-A2,pH5-A3,pH4.5-A1,pH4.5-A2,pH4.5-A3,pH6.5-B1,pH6.5-B2,pH6.5-B3,pH5.5-B1,pH5.5-B2,pH5.5-B3,pH5-B1,pH5-B2,pH5-B3,pH4.5-B1,pH4.5-B2,pH4.5-B3
Q88V89,0.852510864625613,0.854383043872179,0.865830362226757,0.840652361942239,0.864599169149532,0.892842448288998,0.901352999821534,0.935715889582857,0.905293174120946,0.916214120733133,0.920170069325751,0.918698855966938,1.035663542602,1.04537723626829,1.02795224165179,1.14677219387694,1.16902618831264,1.17794081685701,1.16460543422752,1.09837025295252,1.09831785784704,1.14320469047756,1.10966995300172,1.21884882378833
Q88VX7,0.982059263615602,0.94036344565757,0.972754161914516,0.829282973776758,0.830879320386976,0.844049852676605,0.848067438354755,0.838384544686897,0.841280379576853,0.817497697056464,0.842418772058932,0.816153270593534,1.3486380745728,1.40656332241478,1.38666687059963,1.11187534654934,1.10234347287192,1.10042218814793,1.08691689923904,1.03815038474972,1.03380681955504,1.09577283855539,1.0845742605629,1.12340626720732
P77886,1.45634110953441,1.43682311416482,1.42058143386116,1.56526199058283,1.56376212763527,1.64459476795634,0.468930023094476,0.523505246899856,0.515262850535681,0.451287295482841,0.513821456212547,0.453339421388358,1.8550886093692,2.09846247833125,2.0041531002799,1.33056388929103,1.29159438929844,1.32269718004035,0.536459970659222,0.564932394692598,0.556262903205311,0.441199471561929,0.469918745445162,0.463364103868305
F9ULT0,0.984115422530636,0.9786735796947,0.971858359761435,0.914992577397928,0.928546790834313,0.912353818365352,0.913684547407649,0.894158216966611,0.887488747429961,0.881028641159166,0.905696697011847,0.875768317624602,1.27020619732826,1.20524790558458,1.25740039199232,1.23372593715705,1.20518648588831,1.17264224669402,1.22773025924095,0.885898620998997,0.905121044613633,0.87261314892505,0.868167777861244,1.21745727857359
Q88WU9,0.737110818338571,0.729106257452822,0.753688674522768,0.759255998203232,0.775450813783428,0.825768089774975,0.915204310313828,0.922770180898629,0.87722216055132,0.90109366024309,0.87957242954075,0.892843055464388,0.925729014325229,0.981812107711936,0.987361971963876,1.16415164159331,1.17859920222497,1.1640330725127,1.2431472213454,1.06685179986699,1.13991493649345,1.32914188831615,1.28584283389359,1.48107168641306
Q88VE0,0.824576286099955,0.746543851568907,0.797712096667574,0.813267162306789,0.807661117826285,0.840857398841102,0.786866055237768,0.760339873482992,0.779320367539151,0.756846177418275,0.769351821250716,0.782313269597375,1.11396749583321,1.26479439244201,1.22339829280776,1.33768420013074,1.35159403055749,1.39741037715564,1.23741761778257,0.990433251861524,1.00287630159858,1.12989461930844,1.11159432013294,1.44043057893489
Q88VK7,0.915379547257676,0.91803634925055,0.949949420061894,0.899231365808147,0.911209791179181,0.926582615686752,0.928284012623405,0.919958179879188,0.906822881060724,0.897632592851488,0.892117393622288,0.888203839075428,1.58963408373501,1.56665490129904,1.55210044904574,1.09753992645213,1.0651623699155,1.03946905784561,1.14663270864135,0.841904891609113,0.862701413239859,0.845724688489673,0.830281555879365,1.12200928001417
Q88YH5,0.848576530290652,0.8621256589772,0.880183226188281,0.806808532936671,0.845257042135107,0.859743807530383,0.978791693353955,0.957594640644273,0.940889745824316,1.08216225596589,1.05918464760129,1.08463215641298,1.17850207991861,1.13408406849109,1.11799547244017,1.11532885065864,1.1103344801866,1.09231124084112,1.0957810117208,0.995128500829118,0.967604536090432,1.04210986178562,1.02413237421353,1.1935009001143
F9UN60,0.826561921554696,0.810144278994474,0.770591324855217,0.947643293748372,0.962295831123314,0.917148548827195,0.949074168451723,0.904285487506024,0.960677340697049,0.914663326741126,0.924680022281416,0.944193479966012,0.895681152259464,0.870760921139687,0.861542778417418,1.07537317215045,1.05373151051387,1.0382163026537,1.04582408425817,1.03313321858971,1.06964280353565,1.41136797220593,1.40958915481045,1.44499868873975
F9UN58,0.946589263672695,0.946629724914443,0.940197897165748,0.823883533934262,0.826136308549636,0.819583768726783,0.927621533980717,0.928848689914697,0.919956491591505,0.948837476820376,0.959646675122991,0.945859017586703,1.14617207295761,1.2771717455639,1.23307264844361,0.958750162730846,1.00041146699004,0.985763437540614,1.00545855299051,1.06257090215793,1.06731080023644,1.24191272657821,1.1947718206393,1.16421451841299
Q88YY0,0.806822660127447,0.781844349275037,0.761003560822789,0.893345927325115,0.911639020347915,0.896401356750196,1.02952841877542,1.00859527835609,1.02406165335509,0.994500574864129,1.02790733291785,1.0137493323,1.03623164496934,1.13394151988433,1.08447594938672,1.12464991857026,1.17892155498062,1.1806869484439,1.22950792128637,1.004468898495,1.08917545839162,0.977415021721229,0.953727641449251,1.11578741763776
Q88V10,0.912204702814784,0.93221542813429,0.929186604157169,0.941118692010197,0.996656799654832,1.07149720988796,1.09650554465841,1.18779467633937,1.06970542864171,1.18161074537543,1.1320187943147,1.14335151712905,0.7893644605687,0.776556905370754,0.781029559902729,0.907924470926136,0.906256239476352,0.912073540845523,0.95844687096358,1.14372006321069,1.14581965902703,1.13342068370964,1.12427629102156,0.971814506304975
Q88U29,1.44926177812104,1.43015666288877,1.39788161373288,1.0255723992078,1.01183048024036,1.01050919230644,0.421330235700954,0.412368662246559,0.424744828305278,0.358174528640695,0.415775550681167,0.325876584491001,1.4687297483607,1.50660935229464,1.46836904367896,2.09629405274101,2.09964664276822,2.1752355328575,0.843707242862313,0.947224962108556,0.898059749191506,0.428555387253828,0.459441724022713,0.395455105388164
Q88VK1,0.852477405897641,0.832577267992397,0.853682814541469,0.808203514218886,0.826974078992882,0.870543246826825,0.840010075411565,0.859957492761249,0.825245599455402,0.824420731367065,0.815634564665592,0.832182965681788,1.22802706937697,1.24617930642129,1.21691580801808,1.24220050111044,1.27082836316785,1.26423984516598,1.21361705901181,0.938577705151645,0.972701571578184,1.05936756733107,1.06191914551732,1.38068565784235
F9ULD9,0.807068914237757,0.80236220570489,0.800059080228611,0.779427086631978,0.776334008384595,0.785062960020123,1.01211016032151,1.01585902559646,0.998866499034268,1.07890770880865,1.05220506095494,1.07989550500113,1.03089856866308,1.02464663573432,1.02731716425941,1.10925785827973,1.09183896173786,1.09942924538956,1.23857223470401,1.06074684230719,1.09705433493096,1.05703639360931,1.06488865563517,1.29308453933756
F9UNP5,1.17250227819263,1.18274683458451,1.21329642488098,1.02382979058844,1.06956401437755,1.06972547837151,1.05330420215439,1.04684607774404,1.03967710982971,1.01815106489816,0.994330555631679,1.02426532184061,1.07606611562369,1.00012522834749,1.00751997470224,0.990638047937505,0.956945547197903,0.956697764788106,0.953445351160935,0.907090023038817,0.932103998372393,0.896125170191617,0.883836378071151,0.97907883819633
Q88XP6,0.834698906254067,0.807945968991116,0.827291929155797,0.869367027791372,0.90163418625974,0.946493862424681,0.947414416037569,0.991981893420356,0.954996440313903,0.996171318843153,0.96978624275933,0.982070903882973,1.04386469960827,1.04553011235981,1.05474734591928,1.1956550444069,1.19569599785785,1.20711303121554,1.25740221375982,0.844257558225246,0.843146041000335,0.974454819794554,0.984546238082138,1.47886884209461
Q88U67,1.09868250937625,1.05934711376546,1.08147066372409,0.926733756913102,0.912333865121363,0.903500272896517,0.901678418765911,0.870462927738898,0.879230022638085,0.819554414444601,0.835762462310268,0.835420744063572,1.17086250020184,1.20233767856033,1.18553816543381,1.11011965303973,1.10900252121603,1.07678095804451,1.08833471239323,1.07575670195498,1.0988567806732,1.03386119977546,1.03413958256019,1.02715056589613
Q88YE7,0.931645794771177,0.875525108720108,0.856654197605832,0.825798270887169,0.824330290582836,0.809168350817025,0.808981205900665,0.786353244849279,0.797732277811528,0.756730414281136,0.763444546557321,0.78148557977617,1.43296752899641,1.44997538955944,1.40337759015393,1.23877266523875,1.22134293483879,1.24953952813117,1.09939340680201,0.981089759740517,0.993283314391253,1.10815863071731,1.06771733489221,1.22554419717308
Q88XA9,0.85983221274069,0.856528771668069,0.838849433518786,0.750058298903443,0.797786098217583,0.828586384459736,0.953125907906388,0.953111292530022,0.960395695595742,0.976250452448815,0.985350848595395,0.973690866071301,1.04044463692694,1.19763816329883,1.14814343061402,1.05293666510527,1.10693990181134,1.09421284439317,1.19879805444684,1.08916472712145,1.10952543350603,1.11389559918328,1.08375309127402,1.22106434880729
F9UQ86,1.0511996724467,1.00767231214597,1.09048910594588,1.03544316567574,1.12345028899596,1.18463874190725,1.12438577485858,1.15295876031628,1.08717333132739,1.10589874553877,1.07848383204406,1.11080837736495,0.802356645394125,0.777301088333306,0.775202097496381,0.862082642345995,0.858173971609397,0.887645752412947,1.00487912856147,1.0458855316344,1.02968034197762,1.01481761261873,1.02083675049759,1.01189356043239
Q88Z31,0.961197764619396,0.945406445351583,0.993879094079201,0.79932149484446,0.841664411808268,0.849044276525542,0.783043425256408,0.7965823891758,0.757486208468169,0.745633346676924,0.752691065909206,0.748091332714943,1.51623105941933,1.71885122018181,1.68756923573053,1.35459481442565,1.33539787038605,1.36035392822563,1.25342891589028,0.792148999208245,0.807517039779634,0.739037964604155,0.727816396789791,1.16290150211415
F9UMH1,0.879209781289794,0.887249263022072,0.904770577151103,1.00951705232988,1.03304017950137,1.0728904103666,1.05028376802883,1.11942020062357,1.04144584495778,1.13300631825258,1.09291469726015,1.12134640822095,0.93994110257775,0.944096492917939,0.910479653913911,0.904439606993171,0.899939312432965,0.876993805122922,1.03439392128736,0.954128102158556,0.993360590204323,1.11881857375904,1.09491372115896,1.20249310976846
F9UPL0,0.882929324795447,0.84690391208604,0.806341170903623,0.907460003438335,0.901086770589424,0.840282897184136,0.931180780746445,0.868694345466567,0.91275914250124,0.866048668251571,0.884480779959804,0.872778951383056,1.13278083025999,1.14039675056967,1.11329359110871,1.08230556086762,1.0445961341672,1.06442348961162,1.03622545293082,1.20127832566821,1.15444061744952,1.25865055021258,1.25881962173659,1.20802989394741
Q88X53,0.835037841549145,0.823783625480244,0.829831588573203,0.804317226471573,0.830434222633908,0.875010311980873,0.831827531604626,0.86551702140781,0.842859409498225,0.832797729029906,0.799439989130724,0.822038164304033,1.05890467843813,1.19621448385964,1.16182803198474,1.23589697719871,1.29488172997193,1.29653088560827,1.20342946836494,1.05712548489794,1.08434132771618,1.11553144239552,1.10750097147528,1.25916236284766
F9UNS5,0.899653925613949,0.874577488687293,0.880820477231979,0.817583513008929,0.817986128457374,0.850713758055336,0.773559400146493,0.793048294098026,0.781425721427315,0.774565570256506,0.766203291412273,0.777434565598563,1.20423303883481,1.32787756885961,1.25218076216643,1.31247885364273,1.34263105832087,1.37549559112199,1.22836360279146,1.00471889384307,0.998636022159743,1.04527288616232,1.01411632732082,1.24070018664276
Q88WR2,0.888488254290022,0.880333687684486,0.889251676423615,0.899043644256061,0.895700016410995,0.952916328953407,0.936659043417057,0.959195626450352,0.945232987700914,0.92459514296185,0.902753058185377,0.953138412235036,1.04516937663991,1.03456214915173,1.02347432007431,1.18519822456923,1.13678314363123,1.16143758460871,1.19217302176429,1.00174808243593,1.01922717932218,1.04498268640026,1.02378954533838,1.26663560525124
Q88VS3,0.877378183242674,0.852568900358022,0.867898201132272,0.838899402791274,0.860207887051267,0.875224715458276,0.881494008632958,0.88350520970714,0.869772616420972,0.868353710192249,0.878894469765467,0.868517588383207,1.10402467507116,1.17493008861724,1.13129664016737,1.063622600776,1.10891212391232,1.09765109066592,1.06461118320309,1.16891200518725,1.1842443558427,1.25634712248208,1.23336240699481,1.12185927612586
Q88UU3,0.621903449409341,0.584781580278229,0.602324046535981,0.624061846934821,0.644561177542787,0.665337654914223,0.73654222858011,0.719484837022535,0.717566100132751,0.745501853637109,0.753358478694134,0.745915072959439,1.00152025575951,1.14720770437364,1.08276084194847,1.19687434130732,1.30462080012345,1.30319615984291,1.27633041323679,1.1778208070028,1.20911750556612,1.59605046557814,1.56468541058478,1.71088381914226
Q88VE1,0.806758699951599,0.773979769351471,0.797276028183777,0.792519359163397,0.826089492042725,0.823766981161532,0.852013692084934,0.871839892722027,0.83989873410049,0.830338480462049,0.827070493916847,0.830974839554038,1.25904717354605,1.32017914198946,1.28149126510837,1.16641688448174,1.16135608269798,1.13188266556698,1.14011721334065,1.14630739358288,1.07476612311464,1.18181502856409,1.13464402998759,1.28572816372184
Q88WJ9,1.0641668078595,1.07054483050629,1.07359928658387,1.09124046982372,1.09379501454796,1.15584526862154,1.16984228075589,1.19618750461095,1.15667990693948,1.17548836860076,1.14972297858234,1.18998140520067,0.788954379096925,0.759253724813153,0.782574289373552,0.759811026540525,0.749436030951973,0.741553701448129,0.858232047051023,1.12253507122006,1.12132131542493,1.09461680840203,1.09040730153255,0.879962180594531
Q88UI4,0.90502564382103,0.951967280976684,0.968304188053158,0.899326540762571,0.952949777319875,1.05622029566912,0.999208277793098,1.05527483576132,0.958169874386089,0.974527876893107,0.967492966404378,0.976290604219031,0.848034488634827,0.904453544028429,0.85668289547127,1.00802039510028,1.0447879532643,1.07473988165765,0.966584243450748,1.06515670053196,1.02465016353163,1.24539625559253,1.22422064878053,1.11193981791613
F9UMU5,1.1096063427944,1.12259835494184,1.06708373398993,1.09117014491354,1.07047819202685,1.04560843810189,1.1253745528034,1.12335179000442,1.12972138859913,1.12085284120148,1.1425114442948,1.14333767229097,1.00972345005847,0.891518990798153,0.901382292477621,0.905820350883903,0.875000264354121,0.874935803814487,1.01727550167839,0.939008357280323,0.933945248598562,0.920070119133881,0.9321049034437,0.999362756993081
Q88Z28,0.862383609045903,0.87596550971756,0.858769238819052,0.810954909680601,0.838088089438164,0.871138187346502,0.856355752094839,0.861163875079085,0.840196747677262,0.842825910745713,0.833786529491251,0.823930541059667,1.06525822216971,1.16045390805564,1.14639773345661,1.16378061363092,1.17470703565002,1.17060839268523,1.15287271586839,1.1238511652523,1.13046437019946,1.20026977728953,1.1806629362053,1.24515829998444
Q88Z97,0.886490890869653,0.874564099889667,0.887170297867183,0.834519073890511,0.856767505223365,0.869496111049578,0.877689152320261,0.868790897579348,0.866035654947623,0.875855701466303,0.883613642959493,0.886780493582809,1.10017566517387,1.07745831015023,1.06581128599881,1.10738884994039,1.11612045098023,1.10976105829426,1.06487904968908,1.06395982626638,1.07874943322216,1.27358587191123,1.25867533395813,1.32055089266603
Q88YH3,0.951426147718717,0.910423628905642,0.921525041989053,0.852688024287456,0.842799595156443,0.857710741107143,0.97526909701742,0.952113712070786,0.992790396494798,0.963633429184391,0.946673185207887,1.0250173787879,1.23292192943743,1.10695847681281,1.10157752973069,0.961237412696368,0.940121855946972,0.943149696157938,0.975098796804581,1.06973952918277,1.08547657564483,1.24163777206087,1.24823147024984,1.17389984990847
P56512,0.820499404732773,0.779835739974057,0.793130243833942,0.833274804016919,0.814772587068791,0.812311084904354,0.745714007409618,0.714280609960947,0.737146670541305,0.653796908381493,0.71093049106607,0.673572118015456,1.32001700151878,1.48288108398941,1.44460088534839,1.48805591377274,1.44555788326952,1.41763017626013,1.18287716362724,1.12759161890722,1.12910597776439,0.979146468692541,1.00362585625786,1.10097859127389
F9UTA3,1.13796207586884,1.09901304834987,1.14605558887662,0.875576830593957,0.885067816072843,0.907542404430412,0.706620117276498,0.763904511923803,0.720425130737983,0.704204072564089,0.718930612712096,0.709543461979338,1.70780711887698,1.89568454054488,1.74560317834089,1.28833772952848,1.32459222463723,1.33367069893614,0.953407608828949,0.914219276799321,0.867313572330843,0.858128457890351,0.785542938504087,0.517330201066962
Q88Y74,0.999893708709318,0.989846112308177,0.98184361321991,0.843979385620693,0.838037605310806,0.848241087808151,0.670735820084185,0.679109867355047,0.665666052401276,0.585552008270762,0.605533686143032,0.585122849525603,1.63108201827021,1.82533991395599,1.71939895525597,1.4715833562336,1.49770310815471,1.49094372160389,1.13891534715355,0.815423450444137,0.861145674150698,0.806645985479825,0.794624583824409,1.06578823480227
F9UL68,0.906534536216149,0.861421508743464,0.873253660355577,0.89104543817106,0.875627258357297,0.862774836251539,0.837563888796306,0.813801566488779,0.85082010010075,0.774112171178372,0.784495813570868,0.78850853417937,1.10870502439923,1.23357246195921,1.20379515147164,1.19005205322127,1.23566337990921,1.20847292241096,1.05847917202479,1.1142902595804,1.1741723802347,1.20306675906298,1.20432322837457,1.10799218528539
F9UL38,1.73472956102775,1.72230344703966,1.72980333130755,1.26793586724041,1.29091606897038,1.26278351831976,1.0709615734706,1.04771851664322,1.06590736084548,0.896417013027318,0.93895997624256,0.898082785347313,0.947169091828108,0.837518860145249,0.86609055253574,0.76499141060932,0.7381600954416,0.746000702038751,0.731023425857817,0.914514745581842,0.906451640741684,0.825995370176399,0.848524684979872,0.655815998341306
F9URD9,1.09721434593502,1.09550361644892,1.16007320881009,1.39003220553978,1.41958282271528,1.48361280749611,0.961336121601307,1.00655236529994,0.950335876545285,0.995722486376889,0.992375857713775,0.998003766289676,0.756154394448448,0.780281024707508,0.789904241137067,0.925108847638078,0.90255463263098,0.925972167911266,0.823883300572511,1.00876754275192,0.962715559440972,0.954053238095441,0.957308494707512,0.970946073135912
Q88UV8,1.15263912877111,1.05989543082696,1.06592256460272,1.02391058033617,1.01495635697262,0.980992197023295,0.89345083894287,0.831835404577099,0.904348321077569,0.804309189137536,0.827441733699116,0.831611313715584,1.17369065480337,1.2801603945272,1.26068154890131,1.28339920959779,1.2633257260555,1.23983039318972,1.0410933348034,0.895304950392025,0.872875265819036,0.908075937670401,0.87584152110965,0.969026233365041
F9UPA5,1.11012231887948,1.14946844260244,1.18643297819717,1.0893175331725,1.159469808074,1.22399575665498,1.13197395599308,1.22186089621962,1.12296862989481,1.20086342288984,1.17286148574568,1.19997752746581,0.746466297225943,0.809191240380764,0.80156470139654,0.783338059873172,0.775668164999685,0.800352312184022,0.899336610557075,0.713248091233012,0.725710808964068,0.986295561679432,1.00561865036699,1.3048899647744
F9UNZ9,1.00268781991041,0.944987946858689,0.969987666621955,0.915281133120223,0.922689442134606,0.985606234548027,0.955442982474479,0.98491262008078,0.954640241980627,1.04968653470043,1.02607577460914,1.09435322383228,1.07395453260598,1.15548978162853,1.11671839023881,1.03203841457643,1.04545412707897,1.09913411422525,1.06121570314967,1.01371990346089,0.984268569580627,0.95729978764592,0.936570921894902,1.05395416626563
Q88VJ5,1.00294724086444,0.927086672226141,0.987451116606046,0.964662865595749,0.996180624074187,1.04687676509178,1.00697959398926,1.01012377353832,0.99556168633694,0.97686675412407,1.01023189440948,1.02379657858717,0.825153805626997,0.939288549069163,0.914376177352905,0.885771970941562,0.885403071488991,0.899002157636643,0.854849097258685,1.15020918893554,1.14746798373559,1.30201946575972,1.33155487191823,1.07458421084807
F9UMD4,0.91416325585588,0.906290709812079,0.937682275132602,0.995221554481461,1.05169331756526,1.11184288964549,1.13294659371325,1.19437820650127,1.09854980359087,1.25894031403859,1.24542805734646,1.30555988226303,0.740425070552078,0.748658395061451,0.754524220414993,0.788603878803181,0.805175924333309,0.807441562802813,0.938653551458581,0.983922826403003,0.980617876299615,1.18643437384324,1.16716435519782,1.14086874079596
F9UM10,0.720414449306715,0.738398053813274,0.757059719915636,0.701125628605106,0.745448460873171,0.780371794001507,0.871148301990894,0.88167994035912,0.880894580977827,0.917730156526592,0.950257307088788,0.938633576415876,0.883323803172172,0.810387987988375,0.831905140354054,1.01868269373373,0.97330454807695,0.995377031064383,1.08357172355406,1.27258344368681,1.32742563924756,1.64097089311811,1.64021170589018,1.44479222331483
Q88UX2,0.822150161884642,0.810410836626145,0.792006859327712,0.890613818931191,0.852451868227488,0.804498782241155,0.889547991251576,0.835280413341775,0.888445903194431,0.823234325353406,0.847863576937027,0.842765810940949,1.2155581951101,1.15202386289725,1.17528184922083,1.3925254856903,1.34383905101861,1.31682292286725,1.2397577828699,0.918356527708149,0.917433596452025,0.983476581973029,1.01765192647905,1.45316367242755
F9ULZ0,0.875234150206998,0.872891264073963,0.92872449009405,0.964292718998377,1.00557328778173,1.09374733523633,1.04787920351529,1.03797480405506,0.965290152919352,0.966183755697224,0.962729047721404,0.970829345591203,0.881184276951759,0.965534047744157,0.948023456855314,1.11869238353437,1.14238299888811,1.19059206912869,1.05548928203078,1.12602471751529,1.15292249707678,0.990956321569923,0.983107857772017,0.902361043623003
Q88VJ2,0.741382095732033,0.744694026727143,0.747708111081067,0.865273089370811,0.868186726892686,0.881646699530717,0.97964378049567,0.951661808317681,0.983037055474488,0.997771135958961,1.02264463787747,1.03999555607052,1.14361191705504,1.09776599840773,1.08751873338044,1.31832347049527,1.31075568325762,1.33475762994851,1.3033382135218,0.977657607872905,0.958951277065135,0.865581648285794,0.879448542051083,1.14491897523485
F9UNV9,1.07074365249728,1.06489521354123,1.01253983261326,1.0182834336674,0.964509387133175,0.887407439072905,0.895683865298581,0.843359842649305,0.927819839642876,0.783256474968219,0.817703086007077,0.78261966908624,1.30104333266179,1.22520848838209,1.19791951393034,1.20246741613648,1.17035917878383,1.15679243845056,0.916304157138465,1.00020338070156,1.03936162680696,1.06664860024174,1.07420754952948,0.995808530020179
Q88WZ5,0.777139608715936,0.776421278603464,0.76456049207891,0.949826071473627,0.910406886708993,0.813403599616055,0.973667166066661,0.932624084682041,1.03375166117735,0.956081394524898,1.05771240998522,0.970639104999997,1.06109617208148,1.03961076400562,1.06616430044084,1.12523090560227,1.15143171341984,1.14854892401331,1.24295370900611,0.991991425127199,1.02007030202139,1.10109595730909,1.01401905985961,1.39470460925517
Q88RX6,0.658038655844276,0.666994445524442,0.655012055626171,0.756473294238279,0.769628298302296,0.759187412708032,0.857074805867462,0.861078445734282,0.878932529381216,1.02940732236723,1.03783081763493,1.03905352327995,0.959857737642592,0.971301023639071,1.01439776501424,1.04315818589111,1.06350862735263,1.03996998506358,1.28202206649802,1.05681896983207,1.10226630777055,1.3783456928208,1.33422079964077,1.76453657881152
F9UPV0,0.945516234346651,0.939470764080071,0.937034319769672,0.97083830316045,0.98308261321991,0.999714226392694,1.03089998419525,1.04391158293681,1.03381827360249,1.05503495268514,1.04333395757567,1.06904919848598,0.96202025247006,0.945901387740117,0.909271391578779,0.95490392811672,0.973068005022245,0.965318467021214,1.04315089133128,0.971101070094829,1.01795183721751,1.13905998119255,1.08718371370039,1.21875121264094
Q88XP7,0.823359510772452,0.826607662801486,0.814841924349216,0.901192271818424,0.924255978900459,0.876052786747299,0.98009539454745,0.933369249553995,0.945507100722239,0.9433366253245,0.959495278956899,0.935642285508278,1.14096077660054,0.989197875748129,0.991832731533846,1.14580553938861,1.15410093133575,1.16869519240755,1.19013129161498,0.994379788266802,0.990090697944633,1.1219446524648,1.09980550195035,1.33346997694475
F9US38,0.985378843783538,0.991854949706204,1.01837756108023,0.998592330334388,1.02885247426735,1.03216432798199,1.05839904451869,1.05533161483831,1.0550767431105,0.981693295638865,0.990836531896408,0.986662662498152,1.00665109704645,1.06794080243067,1.07378243652241,0.948348704774534,0.978014566173124,0.947806258981228,1.11923485610726,0.899439150358963,0.906801175348753,0.998724140695449,0.970030830466407,1.2353226385561
Q88V16,0.817323127969605,0.806106411238971,0.84576046164934,0.89788836298089,0.926449052430823,0.943022210007177,0.995283666557165,1.00864268933103,0.971344318514303,0.983511525275097,0.973910768449996,0.982237281499662,1.07825889527969,1.11600359482291,1.12795899863656,1.14024023362059,1.14580923635353,1.11191068814728,1.19439537502029,1.0129851807193,1.00596746461567,0.974043353575998,0.961398068849575,1.2070015296622
